"county"	"party"	"votes"	"p"
"nebraska,douglas"	"Republican"	106291	0.000821259639877984
"nebraska,dundy"	"Republican"	783	6.04986591550048e-06
"nebraska,fillmore"	"Republican"	1913	1.47808346058141e-05
"nebraska,franklin"	"Republican"	1079	8.33691612110475e-06
"nebraska,frontier"	"Republican"	1034	7.98922267768518e-06
"nebraska,furnas"	"Republican"	1725	1.33282486644168e-05
"nebraska,gage"	"Republican"	5435	4.19936414441189e-05
"nebraska,garden"	"Republican"	844	6.52118369435812e-06
"nebraska,garfield"	"Republican"	800	6.18121677190343e-06
"nebraska,gosper"	"Republican"	776	5.99578026874632e-06
"nebraska,grant"	"Republican"	318	2.45703366683161e-06
"nebraska,greeley"	"Republican"	715	5.52446248988869e-06
"nebraska,hall"	"Republican"	12977	0.000100267062561238
"nebraska,hamilton"	"Republican"	3389	2.61851795499759e-05
"nebraska,harlan"	"Republican"	1329	1.02685463623246e-05
"nebraska,hayes"	"Republican"	461	3.56192616480935e-06
"nebraska,hitchcock"	"Republican"	1001	7.73424748584416e-06
"nebraska,holt"	"Republican"	3746	2.89435475344378e-05
"nebraska,hooker"	"Republican"	355	2.74291494253215e-06
"nebraska,howard"	"Republican"	1847	1.4270884222132e-05
"nebraska,jefferson"	"Republican"	2103	1.62488735891411e-05
"nebraska,johnson"	"Republican"	1142	8.82368694189214e-06
"nebraska,kearney"	"Republican"	2224	1.71837826258915e-05
"nebraska,keith"	"Republican"	2942	2.27314246786749e-05
"nebraska,keya paha"	"Republican"	409	3.16014707463563e-06
"nebraska,kimball"	"Republican"	1346	1.03998972187275e-05
"nebraska,knox"	"Republican"	2728	2.10779491921907e-05
"nebraska,lancaster"	"Republican"	59398	0.0004589398922719
"nebraska,lincoln"	"Republican"	10817	8.35777772770992e-05
"nebraska,logan"	"Republican"	327	2.52657235551553e-06
"nebraska,loup"	"Republican"	302	2.33340933139354e-06
"nebraska,madison"	"Republican"	9655	7.45995599159095e-05
"nebraska,mcpherson"	"Republican"	240	1.85436503157103e-06
"nebraska,merrick"	"Republican"	2375	1.83504872915883e-05
"nebraska,morrill"	"Republican"	1725	1.33282486644168e-05
"nebraska,nance"	"Republican"	1116	8.62279739680528e-06
"nebraska,nemaha"	"Republican"	2134	1.64883957390524e-05
"nebraska,nuckolls"	"Republican"	1498	1.15743284053892e-05
"nebraska,otoe"	"Republican"	4033	3.11610590513582e-05
"nebraska,pawnee"	"Republican"	859	6.6370815088313e-06
"nebraska,perkins"	"Republican"	1092	8.43736089364818e-06
"nebraska,phelps"	"Republican"	3360	2.59611104419944e-05
"nebraska,pierce"	"Republican"	2385	1.84277525012371e-05
"nebraska,platte"	"Republican"	9373	7.24206810038135e-05
"nebraska,polk"	"Republican"	1822	1.40777211980101e-05
"nebraska,red willow"	"Republican"	3735	2.88585558038241e-05
"nebraska,richardson"	"Republican"	2342	1.80955120997473e-05
"nebraska,rock"	"Republican"	640	4.94497341752274e-06
"nebraska,saline"	"Republican"	2434	1.88063520285162e-05
"nebraska,sarpy"	"Republican"	38816	0.000299912637772754
"nebraska,saunders"	"Republican"	6188	4.7811711730673e-05
"nebraska,scotts bluff"	"Republican"	9708	7.50090655270481e-05
"nebraska,seward"	"Republican"	4647	3.5905142923794e-05
"nebraska,sheridan"	"Republican"	1941	1.49971771928307e-05
"nebraska,sherman"	"Republican"	950	7.34019491663532e-06
"nebraska,sioux"	"Republican"	603	4.65909214182221e-06
"nebraska,stanton"	"Republican"	1781	1.376093383845e-05
"nebraska,thayer"	"Republican"	1749	1.35136851675739e-05
"nebraska,thomas"	"Republican"	331	2.55747843937504e-06
"nebraska,thurston"	"Republican"	972	7.51017837786266e-06
"nebraska,valley"	"Republican"	1657	1.2802845238805e-05
"nebraska,washington"	"Republican"	6425	4.96428971993494e-05
"nebraska,wayne"	"Republican"	2503	1.93394819750928e-05
"nebraska,webster"	"Republican"	1233	9.52680034969616e-06
"nebraska,wheeler"	"Republican"	334	2.58065800226968e-06
"nebraska,york"	"Republican"	4848	3.74581736377348e-05
"nevada,carson city"	"Republican"	11419	8.82291428979566e-05
"nevada,churchill"	"Republican"	6832	5.27875912320553e-05
"nevada,clark"	"Republican"	257078	0.00198631855660924
"nevada,douglas"	"Republican"	14648	0.000113178079093552
"nevada,elko"	"Republican"	10969	8.4752208463761e-05
"nevada,esmeralda"	"Republican"	303	2.34113585235842e-06
"nevada,eureka"	"Republican"	564	4.35775782419192e-06
"nevada,humboldt"	"Republican"	3586	2.77073041800571e-05
"nevada,lander"	"Republican"	1466	1.1327079734513e-05
"nevada,lincoln"	"Republican"	1498	1.15743284053892e-05
"nevada,lyon"	"Republican"	12154	9.39081358071428e-05
"nevada,mineral"	"Republican"	1131	8.73869521127847e-06
"nevada,nye"	"Republican"	9537	7.36878304420537e-05
"nevada,pershing"	"Republican"	1075	8.30601003724523e-06
"nevada,storey"	"Republican"	1247	9.63497164320447e-06
"nevada,washoe"	"Republican"	76880	0.00059401493177992
"nevada,white pine"	"Republican"	2440	1.88527111543055e-05
"new hampshire,belknap"	"Republican"	16402	0.00012673039686595
"new hampshire,carroll"	"Republican"	13387	0.000103434936156839
"new hampshire,cheshire"	"Republican"	15205	0.00011748175127099
"new hampshire,coos"	"Republican"	6558	5.06705244876783e-05
"new hampshire,grafton"	"Republican"	17687	0.00013665897630582
"new hampshire,hillsborough"	"Republican"	97178	0.000750847854325039
"new hampshire,merrimack"	"Republican"	34010	0.000262778978015544
"new hampshire,rockingham"	"Republican"	81917	0.000632933417880016
"new hampshire,strafford"	"Republican"	25021	0.000193325281062245
"new hampshire,sullivan"	"Republican"	9169	7.08444707269782e-05
"new jersey,atlantic"	"Republican"	49902	0.000385568849189406
"new jersey,bergen"	"Republican"	186118	0.0014380446289414
"new jersey,burlington"	"Republican"	89626	0.000692497167998271
"new jersey,camden"	"Republican"	73819	0.000570364051106424
"new jersey,cape may"	"Republican"	27288	0.000210841304089626
"new jersey,cumberland"	"Republican"	22360	0.000172765008774701
"new jersey,essex"	"Republican"	74063	0.000572249322221854
"new jersey,gloucester"	"Republican"	60315	0.000466025111996694
"new jersey,hudson"	"Republican"	55360	0.000427740200615717
"new jersey,hunterdon"	"Republican"	39092	0.000302045157559061
"new jersey,mercer"	"Republican"	50223	0.000388049062419132
"new jersey,middlesex"	"Republican"	123695	0.000955732010750743
"new jersey,monmouth"	"Republican"	160433	0.00123958893795848
"new jersey,morris"	"Republican"	132331	0.00102245824580344
"new jersey,ocean"	"Republican"	160677	0.00124147420907391
"new jersey,passaic"	"Republican"	72552	0.000560574549043922
"new jersey,salem"	"Republican"	14816	0.000114476134615651
"new jersey,somerset"	"Republican"	70085	0.000541513221823565
"new jersey,sussex"	"Republican"	44184	0.000341388602312226
"new jersey,union"	"Republican"	78768	0.000608602603361612
"new jersey,warren"	"Republican"	27500	0.00021247932653418
"new mexico,bernalillo"	"Republican"	110521	0.000853942823559423
"new mexico,catron"	"Republican"	1398	1.08016763089012e-05
"new mexico,chaves"	"Republican"	13651	0.000105474737691567
"new mexico,colfax"	"Republican"	2805	2.16728913064864e-05
"new mexico,curry"	"Republican"	9599	7.41668747418762e-05
"new mexico,de baca"	"Republican"	676	5.2231281722584e-06
"new mexico,dona ana"	"Republican"	28068	0.000216867990442232
"new mexico,eddy"	"Republican"	12500	9.6581512060991e-05
"new mexico,grant"	"Republican"	5406	4.17695723361374e-05
"new mexico,guadalupe"	"Republican"	620	4.79044299822516e-06
"new mexico,harding"	"Republican"	358	2.76609450542678e-06
"new mexico,hidalgo"	"Republican"	936	7.23202362312701e-06
"new mexico,lea"	"Republican"	13347	0.000103125875318244
"new mexico,lincoln"	"Republican"	6001	4.63668523102406e-05
"new mexico,los alamos"	"Republican"	5064	3.91271021661487e-05
"new mexico,luna"	"Republican"	3870	2.99016361340828e-05
"new mexico,mckinley"	"Republican"	6382	4.93106567978596e-05
"new mexico,mora"	"Republican"	569	4.39639042901631e-06
"new mexico,otero"	"Republican"	12806	9.8945827476244e-05
"new mexico,quay"	"Republican"	2367	1.82886751238693e-05
"new mexico,rio arriba"	"Republican"	4086	3.15705646624968e-05
"new mexico,roosevelt"	"Republican"	4311	3.33090318795946e-05
"new mexico,san juan"	"Republican"	27869	0.000215330412770221
"new mexico,san miguel"	"Republican"	2478	1.91463189509709e-05
"new mexico,sandoval"	"Republican"	25193	0.000194654242668204
"new mexico,santa fe"	"Republican"	15807	0.000122133116891847
"new mexico,sierra"	"Republican"	3017	2.33109137510408e-05
"new mexico,socorro"	"Republican"	3032	2.3426811565514e-05
"new mexico,taos"	"Republican"	2866	2.2144209085344e-05
"new mexico,torrance"	"Republican"	3735	2.88585558038241e-05
"new mexico,union"	"Republican"	1227	9.48044122390688e-06
"new mexico,valencia"	"Republican"	13136	0.000101495579394654
"new york,albany"	"Republican"	50586	0.000390853789529383
"new york,allegany"	"Republican"	11013	8.50921753862156e-05
"new york,bronx"	"Republican"	41683	0.000322064573379063
"new york,broome"	"Republican"	40077	0.000309655780709467
"new york,cattaraugus"	"Republican"	17770	0.000137300277545905
"new york,cayuga"	"Republican"	15243	0.000117775359067655
"new york,chautauqua"	"Republican"	28579	0.000220816242655285
"new york,chemung"	"Republican"	19364	0.000149616351963922
"new york,chenango"	"Republican"	10337	7.98690472139572e-05
"new york,clinton"	"Republican"	12579	9.71919072172165e-05
"new york,columbia"	"Republican"	13337	0.000103048610108595
"new york,cortland"	"Republican"	9678	7.47772698981017e-05
"new york,delaware"	"Republican"	10524	8.13139066343896e-05
"new york,dutchess"	"Republican"	59628	0.000460716992093822
"new york,erie"	"Republican"	178815	0.00138161784633489
"new york,essex"	"Republican"	7913	6.11399603950898e-05
"new york,franklin"	"Republican"	6676	5.15822539615341e-05
"new york,fulton"	"Republican"	11709	9.04698339777715e-05
"new york,genesee"	"Republican"	15705	0.000121345011753429
"new york,greene"	"Republican"	12059	9.31741163154793e-05
"new york,hamilton"	"Republican"	2141	1.65424813858065e-05
"new york,herkimer"	"Republican"	14619	0.00011295400998557
"new york,jefferson"	"Republican"	20220	0.000156230253909859
"new york,kings"	"Republican"	151872	0.00117344219197815
"new york,lewis"	"Republican"	5969	4.61196036393644e-05
"new york,livingston"	"Republican"	16030	0.000123856131067015
"new york,madison"	"Republican"	14434	0.000111524603607068
"new york,monroe"	"Republican"	144262	0.00111464336743542
"new york,montgomery"	"Republican"	10711	8.2758766054822e-05
"new york,nassau"	"Republican"	288776	0.00223123381815398
"new york,new york"	"Republican"	89949	0.000694992834269927
"new york,niagara"	"Republican"	46348	0.000358108793680225
"new york,oneida"	"Republican"	49256	0.000380577516646094
"new york,onondaga"	"Republican"	84972	0.000656537939427723
"new york,ontario"	"Republican"	25171	0.000194484259206976
"new york,orange"	"Republican"	72042	0.000556634023351833
"new york,orleans"	"Republican"	9708	7.50090655270481e-05
"new york,oswego"	"Republican"	23571	0.00018212182566317
"new york,otsego"	"Republican"	12026	9.29191411236383e-05
"new york,putnam"	"Republican"	25145	0.00019428336966189
"new york,queens"	"Republican"	155221	0.00119931831068953
"new york,rensselaer"	"Republican"	32840	0.000253738948486636
"new york,richmond"	"Republican"	86062	0.000664959847279441
"new york,rockland"	"Republican"	61752	0.000477128122623226
"new york,saratoga"	"Republican"	52855	0.000408385265598695
"new york,schenectady"	"Republican"	29758	0.000229925810872878
"new york,schoharie"	"Republican"	8071	6.23607507075407e-05
"new york,schuyler"	"Republican"	4542	3.50938582224817e-05
"new york,seneca"	"Republican"	7038	5.43792545508204e-05
"new york,st lawrence"	"Republican"	16956	0.000131010889480493
"new york,steuben"	"Republican"	24203	0.000187004986912973
"new york,suffolk"	"Republican"	307021	0.0023722041931582
"new york,sullivan"	"Republican"	13900	0.000107398641411822
"new york,tioga"	"Republican"	12536	9.68596668157267e-05
"new york,tompkins"	"Republican"	11927	9.21542155481152e-05
"new york,ulster"	"Republican"	33300	0.00025729314813048
"new york,warren"	"Republican"	15429	0.000119212491967122
"new york,washington"	"Republican"	12533	9.6836487252832e-05
"new york,wayne"	"Republican"	22239	0.00017183009973795
"new york,westchester"	"Republican"	147824	0.00114216523511232
"new york,wyoming"	"Republican"	10998	8.49762775717424e-05
"new york,yates"	"Republican"	5269	4.07110389639489e-05
"north carolina,alamance"	"Republican"	34859	0.000269338794314727
"north carolina,alexander"	"Republican"	11790	9.10956821759268e-05
"north carolina,alleghany"	"Republican"	3124	2.41376514942829e-05
"north carolina,anson"	"Republican"	4207	3.25054736992471e-05
"north carolina,ashe"	"Republican"	7916	6.11631399579844e-05
"north carolina,avery"	"Republican"	5681	4.38943656014792e-05
"north carolina,beaufort"	"Republican"	13460	0.000103998972187275
"north carolina,bertie"	"Republican"	3376	2.60847347774325e-05
"north carolina,bladen"	"Republican"	7532	5.81961559074708e-05
"north carolina,brunswick"	"Republican"	30753	0.000237613699232933
"north carolina,buncombe"	"Republican"	52494	0.000405595991530373
"north carolina,burke"	"Republican"	22102	0.000170771566365762
"north carolina,cabarrus"	"Republican"	45924	0.000354832748791116
"north carolina,caldwell"	"Republican"	22526	0.000174047611254871
"north carolina,camden"	"Republican"	3140	2.4261275829721e-05
"north carolina,carteret"	"Republican"	23131	0.000178722156438623
"north carolina,caswell"	"Republican"	5208	4.02397211850913e-05
"north carolina,catawba"	"Republican"	42993	0.000332186315843055
"north carolina,chatham"	"Republican"	14668	0.000113332609512849
"north carolina,cherokee"	"Republican"	8643	6.67803206994516e-05
"north carolina,chowan"	"Republican"	3773	2.91521636004895e-05
"north carolina,clay"	"Republican"	3707	2.86422132168075e-05
"north carolina,cleveland"	"Republican"	26078	0.000201492213722122
"north carolina,columbus"	"Republican"	12994	0.000100398413417641
"north carolina,craven"	"Republican"	24901	0.000192398098546459
"north carolina,cumberland"	"Republican"	52151	0.00040294579483942
"north carolina,currituck:main"	"Republican"	7234	5.58936526599367e-05
"north carolina,dare"	"Republican"	9745	7.52949468027486e-05
"north carolina,davidson"	"Republican"	45419	0.000350930855703852
"north carolina,davie"	"Republican"	13981	0.000108024489609977
"north carolina,duplin"	"Republican"	10834	8.37091281335022e-05
"north carolina,durham"	"Republican"	32353	0.000249976132776739
"north carolina,edgecombe"	"Republican"	8445	6.52504695484056e-05
"north carolina,forsyth"	"Republican"	73674	0.000569243705566516
"north carolina,franklin"	"Republican"	13273	0.000102554112766843
"north carolina,gaston"	"Republican"	52507	0.000405696436302917
"north carolina,gates"	"Republican"	2547	1.96794488975475e-05
"north carolina,graham"	"Republican"	2824	2.18196952048191e-05
"north carolina,granville"	"Republican"	11447	8.84454854849732e-05
"north carolina,greene"	"Republican"	4272	3.30076975619643e-05
"north carolina,guilford"	"Republican"	97718	0.000755020175646074
"north carolina,halifax"	"Republican"	8961	6.92373543662833e-05
"north carolina,harnett"	"Republican"	23579	0.000182183637830889
"north carolina,haywood"	"Republican"	14910	0.00011520242758635
"north carolina,henderson"	"Republican"	30930	0.000238981293443716
"north carolina,hertford"	"Republican"	3089	2.38672232605121e-05
"north carolina,hoke"	"Republican"	6293	4.86229964319853e-05
"north carolina,hyde"	"Republican"	1212	9.3645434094337e-06
"north carolina,iredell"	"Republican"	45148	0.00034883696852237
"north carolina,jackson"	"Republican"	7854	6.06840956581619e-05
"north carolina,johnston"	"Republican"	43622	0.000337046297529964
"north carolina,jones"	"Republican"	2817	2.17656095580649e-05
"north carolina,lee"	"Republican"	12775	9.8706305326333e-05
"north carolina,lenoir"	"Republican"	13401	0.000103543107450347
"north carolina,lincoln"	"Republican"	23631	0.000182585416921062
"north carolina,macon"	"Republican"	10317	7.97145167946596e-05
"north carolina,madison"	"Republican"	5192	4.01160968496532e-05
"north carolina,martin"	"Republican"	5957	4.60268853877859e-05
"north carolina,mcdowell"	"Republican"	11534	8.91176928089177e-05
"north carolina,mecklenburg"	"Republican"	153848	0.00118870979740475
"north carolina,mitchell"	"Republican"	5499	4.24881387858712e-05
"north carolina,montgomery"	"Republican"	6155	4.7556736538832e-05
"north carolina,moore"	"Republican"	27314	0.000211042193634713
"north carolina,nash"	"Republican"	23728	0.000183334889454656
"north carolina,new hanover"	"Republican"	50544	0.000390529275648859
"north carolina,northampton"	"Republican"	3671	2.83640584620719e-05
"north carolina,onslow"	"Republican"	30278	0.000233943601774615
"north carolina,orange"	"Republican"	20266	0.000156585673874244
"north carolina,pamlico"	"Republican"	3823	2.95384896487335e-05
"north carolina,pasquotank"	"Republican"	7778	6.00968800648311e-05
"north carolina,pender"	"Republican"	13618	0.000105219762499726
"north carolina,perquimans"	"Republican"	3678	2.8418144108826e-05
"north carolina,person"	"Republican"	10030	7.74970052777392e-05
"north carolina,pitt"	"Republican"	33927	0.000262137676775459
"north carolina,polk"	"Republican"	5990	4.62818605796269e-05
"north carolina,randolph"	"Republican"	40998	0.000316771906518121
"north carolina,richmond"	"Republican"	9424	7.28147335730224e-05
"north carolina,robeson"	"Republican"	17433	0.000134696439980741
"north carolina,rockingham"	"Republican"	23899	0.00018465612453965
"north carolina,rowan"	"Republican"	37451	0.000289365936655694
"north carolina,rutherford"	"Republican"	18769	0.000145019071989819
"north carolina,sampson"	"Republican"	14038	0.000108464901304975
"north carolina,scotland"	"Republican"	6005	4.63977583941001e-05
